table_name|state_linkedin
column_name|id

table_name|state_sprints
column_name|items

table_name|state_cost
column_name|id

table_name|state_sprints
column_name|created_at

table_name|state_sprints
column_name|updated_at

table_name|state_policies
column_name|effective_date

table_name|state_standups
column_name|id

table_name|state_standups
column_name|standup_date

table_name|state_standups
column_name|standup_data

table_name|state_policies
column_name|id

table_name|state_linkedin
column_name|scheduled_for

table_name|state_standups
column_name|created_at

table_name|state_linkedin
column_name|published_at

table_name|state_notion_sync
column_name|id

table_name|state_linkedin
column_name|content

table_name|state_policies
column_name|approved_at

table_name|state_notion_sync
column_name|last_sync_at

table_name|state_notion_sync
column_name|record_count

table_name|state_linkedin
column_name|created_at

table_name|state_notion_sync
column_name|errors

table_name|state_notion_sync
column_name|details

table_name|state_notion_sync
column_name|created_at

table_name|state_linkedin
column_name|updated_at

table_name|state_autoheal_log
column_name|id

table_name|state_autoheal_log
column_name|run_date

table_name|state_linkedin
column_name|approved_at

table_name|state_autoheal_log
column_name|total_checks

table_name|state_autoheal_log
column_name|passed

table_name|state_autoheal_log
column_name|failed

table_name|state_autoheal_log
column_name|warnings

table_name|state_linkedin
column_name|skipped_at

table_name|state_autoheal_log
column_name|needs_ken_count

table_name|state_autoheal_log
column_name|checks_detail

table_name|state_autoheal_log
column_name|created_at

table_name|state_diagnostics
column_name|id

table_name|state_tickets
column_name|updated_at

table_name|state_diagnostics
column_name|run_at

table_name|state_diagnostics
column_name|phase_results

table_name|state_diagnostics
column_name|total_checks

table_name|state_diagnostics
column_name|passed

table_name|state_diagnostics
column_name|failed

table_name|state_diagnostics
column_name|created_at

table_name|state_uptime
column_name|id

table_name|state_cost
column_name|data

table_name|state_uptime
column_name|event_at

table_name|state_uptime
column_name|duration_seconds

table_name|state_uptime
column_name|details

table_name|state_uptime
column_name|created_at

table_name|state_model_trials
column_name|id

table_name|state_tickets
column_name|metadata

table_name|state_linkedin
column_name|api_enabled

table_name|state_linkedin
column_name|api_connected_at

table_name|state_model_trials
column_name|trial_data

table_name|state_model_trials
column_name|recorded_at

table_name|state_model_trials
column_name|created_at

table_name|state_kri
column_name|id

table_name|state_cost
column_name|updated_at

table_name|state_kri
column_name|value

table_name|state_kri
column_name|recorded_at

table_name|state_kri
column_name|created_at

table_name|state_governance
column_name|id

table_name|state_linkedin
column_name|queue_id

table_name|state_config_baseline
column_name|id

table_name|state_policies
column_name|source_policies

table_name|state_policies
column_name|derived_from

table_name|state_ci
column_name|id

table_name|state_config_baseline
column_name|data

table_name|state_policies
column_name|created_at

table_name|state_linkedin
column_name|cycle

table_name|state_governance
column_name|timestamp

table_name|state_governance
column_name|details

table_name|state_governance
column_name|sla_target_hours

table_name|state_governance
column_name|sla_met

table_name|state_governance
column_name|created_at

table_name|state_governance
column_name|updated_at

table_name|state_linkedin
column_name|part

table_name|state_latency
column_name|id

table_name|state_linkedin
column_name|series_total

table_name|state_linkedin
column_name|metrics

table_name|state_latency
column_name|duration_ms

table_name|state_latency
column_name|tokens_in

table_name|state_latency
column_name|tokens_out

table_name|state_ci
column_name|started_at

table_name|state_latency
column_name|recorded_at

table_name|state_latency
column_name|metadata

table_name|state_latency
column_name|created_at

table_name|state_ci
column_name|completed_at

table_name|state_linkedin
column_name|snapshots

table_name|state_ci
column_name|approved_at

table_name|state_ci
column_name|metrics

table_name|state_ci
column_name|config

table_name|state_ci
column_name|data

table_name|state_ci
column_name|created_at

table_name|state_ci
column_name|updated_at

table_name|state_linkedin
column_name|governance

table_name|state_sprints
column_name|id

table_name|state_sprints
column_name|sprint_number

table_name|state_policies
column_name|updated_at

table_name|state_sprints
column_name|start_date

table_name|state_sprints
column_name|end_date

table_name|state_task_queue
column_name|created_at_ts

table_name|state_task_queue
